company_name,code,market
沙河股份,000014,shenzhen
PT中浩A,000015,shenzhen
深康佳A,000016,shenzhen
深中华A,000017,shenzhen
*ST神城,000018,shenzhen
深粮控股,000019,shenzhen
深华发A,000020,shenzhen
深科技,000021,shenzhen
深赤湾A,000022,shenzhen
深天地A,000023,shenzhen
招商地产,000024,shenzhen
特力A,000025,shenzhen
飞亚达A,000026,shenzhen
深圳能源,000027,shenzhen
国药一致,000028,shenzhen
深深房A,000029,shenzhen
富奥股份,000030,shenzhen
大悦城,000031,shenzhen
深桑达A,000032,shenzhen
新都退,000033,shenzhen
神州数码,000034,shenzhen
中国天楹,000035,shenzhen
华联控股,000036,shenzhen
深南电A,000037,shenzhen
深大通,000038,shenzhen
中集集团,000039,shenzhen
东旭蓝天,000040,shenzhen
中洲控股,000042,shenzhen
中航善达,000043,shenzhen
深纺织A,000045,shenzhen
泛海控股,000046,shenzhen
ST中侨,000047,shenzhen
*ST康达,000048,shenzhen
德赛电池,000049,shenzhen
深天马A,000050,shenzhen
方大集团,000055,shenzhen
皇庭国际,000056,shenzhen
深赛格,000058,shenzhen
华锦股份,000059,shenzhen
中金岭南,000060,shenzhen
农产品,000061,shenzhen
深圳华强,000062,shenzhen
中兴通讯,000063,shenzhen
北方国际,000065,shenzhen
中国长城,000066,shenzhen
华控赛格,000068,shenzhen
华侨城A,000069,shenzhen
特发信息,000070,shenzhen
海王生物,000078,shenzhen
盐田港,000088,shenzhen
深圳机场,000089,shenzhen
天健集团,000090,shenzhen
广聚能源,000096,shenzhen
中信海直,000099,shenzhen
TCL集团,000100,shenzhen
宜华健康,000150,shenzhen
中成股份,000151,shenzhen
丰原药业,000153,shenzhen
川能动力,000155,shenzhen
华数传媒,000156,shenzhen
中联重科,000157,shenzhen
常山北明,000158,shenzhen
国际实业,000159,shenzhen
申万宏源,000166,shenzhen
东方盛虹,000301,shenzhen
美的集团,000333,shenzhen
潍柴动力,000338,shenzhen
许继电气,000400,shenzhen
冀东水泥,000401,shenzhen
金融街,000402,shenzhen
振兴生化,000403,shenzhen
长虹华意,000404,shenzhen
ST鑫光,000405,shenzhen
石油大明,000406,shenzhen
胜利股份,000407,shenzhen
藏格控股,000408,shenzhen
*ST地矿,000409,shenzhen
*ST沈机,000410,shenzhen
英特集团,000411,shenzhen
ST五环,000412,shenzhen
东旭光电,000413,shenzhen
渤海租赁,000415,shenzhen
民生控股,000416,shenzhen
合肥百货,000417,shenzhen
小天鹅A,000418,shenzhen
通程控股,000419,shenzhen
吉林化纤,000420,shenzhen
南京公用,000421,shenzhen
ST宜化,000422,shenzhen
东阿阿胶,000423,shenzhen
徐工机械,000425,shenzhen
兴业矿业,000426,shenzhen
华天酒店,000428,shenzhen
粤高速A,000429,shenzhen
张家界,000430,shenzhen
晨鸣纸业,000488,shenzhen
山东路桥,000498,shenzhen
鄂武商A,000501,shenzhen
绿景控股,000502,shenzhen
国新健康,000503,shenzhen
*ST生物,000504,shenzhen
京粮控股,000505,shenzhen
中润资源,000506,shenzhen
珠海港,000507,shenzhen
琼民源A,000508,shenzhen
华塑控股,000509,shenzhen
新金路,000510,shenzhen
烯碳退,000511,shenzhen
丽珠集团,000513,shenzhen
渝开发,000514,shenzhen
攀渝钛业,000515,shenzhen
国际医学,000516,shenzhen
荣安地产,000517,shenzhen
四环生物,000518,shenzhen
中兵红箭,000519,shenzhen
长航凤凰,000520,shenzhen
长虹美菱,000521,shenzhen
白云山A,000522,shenzhen
广州浪奇,000523,shenzhen
岭南控股,000524,shenzhen
红太阳,000525,shenzhen
紫光学大,000526,shenzhen
美的电器,000527,shenzhen
柳工,000528,shenzhen
广弘控股,000529,shenzhen
大冷股份,000530,shenzhen
穗恒运A,000531,shenzhen
华金资本,000532,shenzhen
顺钠股份,000533,shenzhen
万泽股份,000534,shenzhen
*ST猴王,000535,shenzhen
华映科技,000536,shenzhen
广宇发展,000537,shenzhen
云南白药,000538,shenzhen
粤电力A,000539,shenzhen
中天金融,000540,shenzhen
佛山照明,000541,shenzhen
TCL通讯,000542,shenzhen
皖能电力,000543,shenzhen
中原环保,000544,shenzhen
金浦钛业,000545,shenzhen
金圆股份,000546,shenzhen
航天发展,000547,shenzhen
湖南投资,000548,shenzhen
S湘火炬,000549,shenzhen
江铃汽车,000550,shenzhen
创元科技,000551,shenzhen
靖远煤电,000552,shenzhen
安道麦A,000553,shenzhen
泰山石油,000554,shenzhen
神州信息,000555,shenzhen
PT南洋,000556,shenzhen
西部创业,000557,shenzhen
莱茵体育,000558,shenzhen
万向钱潮,000559,shenzhen
我爱我家,000560,shenzhen
烽火电子,000561,shenzhen
宏源证券,000562,shenzhen
陕国投A,000563,shenzhen
供销大集,000564,shenzhen
渝三峡A,000565,shenzhen
海南海药,000566,shenzhen
海德股份,000567,shenzhen
泸州老窖,000568,shenzhen
长城股份,000569,shenzhen
苏常柴A,000570,shenzhen
*ST大洲,000571,shenzhen
*ST海马,000572,shenzhen
粤宏远A,000573,shenzhen
广东甘化,000576,shenzhen
盐湖集团,000578,shenzhen
威孚高科,000581,shenzhen
北部湾港,000582,shenzhen
S*ST托普,000583,shenzhen
哈工智能,000584,shenzhen
ST东电,000585,shenzhen
汇源通信,000586,shenzhen
金洲慈航,000587,shenzhen
PT粤金曼,000588,shenzhen
贵州轮胎,000589,shenzhen
启迪古汉,000590,shenzhen
太阳能,000591,shenzhen
平潭发展,000592,shenzhen
大通燃气,000593,shenzhen
国恒退,000594,shenzhen
宝塔实业,000595,shenzhen
古井贡酒,000596,shenzhen
东北制药,000597,shenzhen
兴蓉环境,000598,shenzhen
青岛双星,000599,shenzhen
建投能源,000600,shenzhen
韶能股份,000601,shenzhen
金马集团,000602,shenzhen
盛达矿业,000603,shenzhen
渤海股份,000605,shenzhen
顺利办,000606,shenzhen
华媒控股,000607,shenzhen
阳光股份,000608,shenzhen
中迪投资,000609,shenzhen
西安旅游,000610,shenzhen
*ST天首,000611,shenzhen
焦作万方,000612,shenzhen
大东海A,000613,shenzhen
京汉股份,000615,shenzhen
海航投资,000616,shenzhen
中油资本,000617,shenzhen
吉林化工,000618,shenzhen
海螺型材,000619,shenzhen
新华联,000620,shenzhen
*ST比特,000621,shenzhen
恒立实业,000622,shenzhen
吉林敖东,000623,shenzhen
长安汽车,000625,shenzhen
远大控股,000626,shenzhen
天茂集团,000627,shenzhen
高新发展,000628,shenzhen
攀钢钒钛,000629,shenzhen
铜陵有色,000630,shenzhen
顺发恒业,000631,shenzhen
三木集团,000632,shenzhen
合金投资,000633,shenzhen
英力特,000635,shenzhen
风华高科,000636,shenzhen
茂化实华,000637,shenzhen
万方发展,000638,shenzhen
西王食品,000639,shenzhen
仁和药业,000650,shenzhen
格力电器,000651,shenzhen
泰达股份,000652,shenzhen
ST九州,000653,shenzhen
金岭矿业,000655,shenzhen
金科股份,000656,shenzhen
中钨高新,000657,shenzhen
ST海洋,000658,shenzhen
珠海中富,000659,shenzhen
*ST南华,000660,shenzhen
长春高新,000661,shenzhen
天夏智慧,000662,shenzhen
永安林业,000663,shenzhen
湖北广电,000665,shenzhen
经纬纺机,000666,shenzhen
美好置业,000667,shenzhen
荣丰控股,000668,shenzhen
金鸿控股,000669,shenzhen
*ST盈方,000670,shenzhen
阳光城,000671,shenzhen
上峰水泥,000672,shenzhen
当代东方,000673,shenzhen
ST银山,000675,shenzhen
智度股份,000676,shenzhen
恒天海龙,000677,shenzhen
襄阳轴承,000678,shenzhen
大连友谊,000679,shenzhen
山推股份,000680,shenzhen
视觉中国,000681,shenzhen
东方电子,000682,shenzhen
远兴能源,000683,shenzhen
中山公用,000685,shenzhen
东北证券,000686,shenzhen
华讯方舟,000687,shenzhen
国城矿业,000688,shenzhen
ST宏业,000689,shenzhen
宝新能源,000690,shenzhen
亚太实业,000691,shenzhen
惠天热电,000692,shenzhen
华泽退,000693,shenzhen
滨海能源,000695,shenzhen
炼石航空,000697,shenzhen
沈阳化工,000698,shenzhen
S*ST佳纸,000699,shenzhen
模塑科技,000700,shenzhen
厦门信达,000701,shenzhen
正虹科技,000702,shenzhen
恒逸石化,000703,shenzhen
浙江震元,000705,shenzhen
ST双环,000707,shenzhen
大冶特钢,000708,shenzhen
河钢股份,000709,shenzhen
贝瑞基因,000710,shenzhen
京蓝科技,000711,shenzhen
锦龙股份,000712,shenzhen
丰乐种业,000713,shenzhen
中兴商业,000715,shenzhen
黑芝麻,000716,shenzhen
韶钢松山,000717,shenzhen
苏宁环球,000718,shenzhen
中原传媒,000719,shenzhen
新能泰山,000720,shenzhen
西安饮食,000721,shenzhen
湖南发展,000722,shenzhen
美锦能源,000723,shenzhen
京东方A,000725,shenzhen
鲁泰A,000726,shenzhen
华东科技,000727,shenzhen
国元证券,000728,shenzhen
燕京啤酒,000729,shenzhen
*ST环保,000730,shenzhen
四川美丰,000731,shenzhen
泰禾集团,000732,shenzhen
振华科技,000733,shenzhen
罗牛山,000735,shenzhen
中交地产,000736,shenzhen
ST南风,000737,shenzhen
航发控制,000738,shenzhen
普洛药业,000739,shenzhen
长城信息,000748,shenzhen
国海证券,000750,shenzhen
锌业股份,000751,shenzhen
*ST西发,000752,shenzhen
漳州发展,000753,shenzhen
山西路桥,000755,shenzhen
新华制药,000756,shenzhen
浩物股份,000757,shenzhen
中色股份,000758,shenzhen
中百集团,000759,shenzhen
*ST斯太,000760,shenzhen
本钢板材,000761,shenzhen
西藏矿业,000762,shenzhen
锦州石化,000763,shenzhen
*ST华信,000765,shenzhen
通化金马,000766,shenzhen
漳泽电力,000767,shenzhen
中航飞机,000768,shenzhen
*ST大菲,000769,shenzhen
广发证券,000776,shenzhen
中核科技,000777,shenzhen
新兴铸管,000778,shenzhen
甘咨询,000779,shenzhen
平庄能源,000780,shenzhen
美达股份,000782,shenzhen
长江证券,000783,shenzhen
武汉中商,000785,shenzhen
北新建材,000786,shenzhen
*ST创智,000787,shenzhen
北大医药,000788,shenzhen
万年青,000789,shenzhen
泰合健康,000790,shenzhen
甘肃电投,000791,shenzhen
*ST盐湖,000792,shenzhen
华闻传媒,000793,shenzhen
英洛华,000795,shenzhen
凯撒旅游,000796,shenzhen
中国武夷,000797,shenzhen
中水渔业,000798,shenzhen
酒鬼酒,000799,shenzhen
一汽轿车,000800,shenzhen
四川九洲,000801,shenzhen
北京文化,000802,shenzhen
金宇车城,000803,shenzhen
*ST炎黄,000805,shenzhen
ST银河,000806,shenzhen
云铝股份,000807,shenzhen
铁岭新城,000809,shenzhen
创维数字,000810,shenzhen
冰轮环境,000811,shenzhen
陕西金叶,000812,shenzhen
德展健康,000813,shenzhen
美利云,000815,shenzhen
ST慧业,000816,shenzhen
辽河油田,000817,shenzhen
航锦科技,000818,shenzhen
岳阳兴长,000819,shenzhen
*ST节能,000820,shenzhen
京山轻机,000821,shenzhen
山东海化,000822,shenzhen
超声电子,000823,shenzhen
太钢不锈,000825,shenzhen
启迪环境,000826,shenzhen
*ST长兴,000827,shenzhen
东莞控股,000828,shenzhen
天音控股,000829,shenzhen
鲁西化工,000830,shenzhen
五矿稀土,000831,shenzhen
*ST龙涤,000832,shenzhen
粤桂股份,000833,shenzhen
长城动漫,000835,shenzhen
富通鑫茂,000836,shenzhen
秦川机床,000837,shenzhen
财信发展,000838,shenzhen
中信国安,000839,shenzhen
承德露露,000848,shenzhen
华茂股份,000850,shenzhen
高鸿股份,000851,shenzhen
石化机械,000852,shenzhen
冀东装备,000856,shenzhen
五粮液,000858,shenzhen
国风塑业,000859,shenzhen
顺鑫农业,000860,shenzhen
海印股份,000861,shenzhen
银星能源,000862,shenzhen
三湘印象,000863,shenzhen
扬子石化,000866,shenzhen
*ST安凯,000868,shenzhen
张裕A,000869,shenzhen
吉电股份,000875,shenzhen
新希望,000876,shenzhen
天山股份,000877,shenzhen
云南铜业,000878,shenzhen
潍柴重机,000880,shenzhen
中广核技,000881,shenzhen
华联股份,000882,shenzhen
湖北能源,000883,shenzhen
城发环境,000885,shenzhen
海南高速,000886,shenzhen
中鼎股份,000887,shenzhen
峨眉山A,000888,shenzhen
中嘉博创,000889,shenzhen
法尔胜,000890,shenzhen
欢瑞世纪,000892,shenzhen
*ST东凌,000893,shenzhen
双汇发展,000895,shenzhen
*ST津滨,000897,shenzhen
鞍钢股份,000898,shenzhen
赣能股份,000899,shenzhen
现代投资,000900,shenzhen
航天科技,000901,shenzhen
新洋丰,000902,shenzhen
云内动力,000903,shenzhen
厦门港务,000905,shenzhen
浙商中拓,000906,shenzhen
景峰医药,000908,shenzhen
数源科技,000909,shenzhen
大亚圣象,000910,shenzhen
*ST南糖,000911,shenzhen
泸天化,000912,shenzhen
钱江摩托,000913,shenzhen
山大华特,000915,shenzhen
华北高速,000916,shenzhen
电广传媒,000917,shenzhen
嘉凯城,000918,shenzhen
金陵药业,000919,shenzhen
南方汇通,000920,shenzhen
海信家电,000921,shenzhen
佳电股份,000922,shenzhen
河北宣工,000923,shenzhen
众合科技,000925,shenzhen
福星股份,000926,shenzhen
一汽夏利,000927,shenzhen
中钢国际,000928,shenzhen
兰州黄河,000929,shenzhen
中粮生化,000930,shenzhen
中关村,000931,shenzhen
华菱钢铁,000932,shenzhen
神火股份,000933,shenzhen
四川双马,000935,shenzhen
华西股份,000936,shenzhen
冀中能源,000937,shenzhen
紫光股份,000938,shenzhen
*ST凯迪,000939,shenzhen
南天信息,000948,shenzhen
新乡化纤,000949,shenzhen
重药控股,000950,shenzhen
中国重汽,000951,shenzhen
广济药业,000952,shenzhen
*ST河化,000953,shenzhen
欣龙控股,000955,shenzhen
中原油气,000956,shenzhen
中通客车,000957,shenzhen
东方能源,000958,shenzhen
首钢股份,000959,shenzhen
锡业股份,000960,shenzhen
中南建设,000961,shenzhen
东方钽业,000962,shenzhen
华东医药,000963,shenzhen
天保基建,000965,shenzhen
长源电力,000966,shenzhen
盈峰环境,000967,shenzhen
蓝焰控股,000968,shenzhen
安泰科技,000969,shenzhen
中科三环,000970,shenzhen
*ST高升,000971,shenzhen
ST中基,000972,shenzhen
佛塑科技,000973,shenzhen
银泰资源,000975,shenzhen
华铁股份,000976,shenzhen
浪潮信息,000977,shenzhen
桂林旅游,000978,shenzhen
中弘退,000979,shenzhen
众泰汽车,000980,shenzhen
ST银亿,000981,shenzhen
*ST中绒,000982,shenzhen
西山煤电,000983,shenzhen
大庆华科,000985,shenzhen
越秀金控,000987,shenzhen
华工科技,000988,shenzhen
九芝堂,000989,shenzhen
诚志股份,000990,shenzhen
通海高科,000991,shenzhen
闽东电力,000993,shenzhen
*ST皇台,000995,shenzhen
中国中期,000996,shenzhen
新大陆,000997,shenzhen
隆平高科,000998,shenzhen
华润三九,000999,shenzhen
宗申动力,001696,shenzhen
招商港口,001872,shenzhen
豫能控股,001896,shenzhen
招商公路,001965,shenzhen
招商蛇口,001979,shenzhen
新和成,002001,shenzhen
鸿达兴业,002002,shenzhen
伟星股份,002003,shenzhen
华邦健康,002004,shenzhen
*ST德豪,002005,shenzhen
精功科技,002006,shenzhen
华兰生物,002007,shenzhen
大族激光,002008,shenzhen
天奇股份,002009,shenzhen
传化智联,002010,shenzhen
盾安环境,002011,shenzhen
凯恩股份,002012,shenzhen
中航机电,002013,shenzhen
永新股份,002014,shenzhen
协鑫能科,002015,shenzhen
世荣兆业,002016,shenzhen
东信和平,002017,shenzhen
*ST华信,002018,shenzhen
亿帆医药,002019,shenzhen
京新药业,002020,shenzhen
*ST中捷,002021,shenzhen
科华生物,002022,shenzhen
海特高新,002023,shenzhen
苏宁易购,002024,shenzhen
航天电器,002025,shenzhen
山东威达,002026,shenzhen
分众传媒,002027,shenzhen
思源电气,002028,shenzhen
七匹狼,002029,shenzhen
达安基因,002030,shenzhen
巨轮智能,002031,shenzhen
苏泊尔,002032,shenzhen
丽江旅游,002033,shenzhen
旺能环境,002034,shenzhen
华帝股份,002035,shenzhen
联创电子,002036,shenzhen
久联发展,002037,shenzhen
双鹭药业,002038,shenzhen
黔源电力,002039,shenzhen
南京港,002040,shenzhen
登海种业,002041,shenzhen
华孚时尚,002042,shenzhen
兔宝宝,002043,shenzhen
美年健康,002044,shenzhen
国光电器,002045,shenzhen
轴研科技,002046,shenzhen
宝鹰股份,002047,shenzhen
宁波华翔,002048,shenzhen
紫光国微,002049,shenzhen
三花智控,002050,shenzhen
中工国际,002051,shenzhen
同洲电子,002052,shenzhen
云南能投,002053,shenzhen
德美化工,002054,shenzhen
得润电子,002055,shenzhen
横店东磁,002056,shenzhen
中钢天源,002057,shenzhen
威尔泰,002058,shenzhen
云南旅游,002059,shenzhen
粤水电,002060,shenzhen
浙江交科,002061,shenzhen
宏润建设,002062,shenzhen
远光软件,002063,shenzhen
华峰氨纶,002064,shenzhen
东华软件,002065,shenzhen
瑞泰科技,002066,shenzhen
景兴纸业,002067,shenzhen
黑猫股份,002068,shenzhen
獐子岛,002069,shenzhen
众和退,002070,shenzhen
长城影视,002071,shenzhen
*ST凯瑞,002072,shenzhen
软控股份,002073,shenzhen
国轩高科,002074,shenzhen
沙钢股份,002075,shenzhen
雪莱特,002076,shenzhen
大港股份,002077,shenzhen
太阳纸业,002078,shenzhen
苏州固锝,002079,shenzhen
中材科技,002080,shenzhen
金螳螂,002081,shenzhen
万邦德,002082,shenzhen
孚日股份,002083,shenzhen
海鸥住工,002084,shenzhen
万丰奥威,002085,shenzhen
ST东海洋,002086,shenzhen
新野纺织,002087,shenzhen
鲁阳节能,002088,shenzhen
*ST新海,002089,shenzhen
金智科技,002090,shenzhen
江苏国泰,002091,shenzhen
中泰化学,002092,shenzhen
国脉科技,002093,shenzhen
青岛金王,002094,shenzhen
生意宝,002095,shenzhen
南岭民爆,002096,shenzhen
山河智能,002097,shenzhen
浔兴股份,002098,shenzhen
海翔药业,002099,shenzhen
天康生物,002100,shenzhen
广东鸿图,002101,shenzhen
ST冠福,002102,shenzhen
广博股份,002103,shenzhen
恒宝股份,002104,shenzhen
信隆健康,002105,shenzhen
莱宝高科,002106,shenzhen
沃华医药,002107,shenzhen
沧州明珠,002108,shenzhen
兴化股份,002109,shenzhen
三钢闽光,002110,shenzhen
威海广泰,002111,shenzhen
三变科技,002112,shenzhen
ST天润,002113,shenzhen
罗平锌电,002114,shenzhen
三维通信,002115,shenzhen
中国海诚,002116,shenzhen
东港股份,002117,shenzhen
紫鑫药业,002118,shenzhen
康强电子,002119,shenzhen
韵达股份,002120,shenzhen
科陆电子,002121,shenzhen
*ST天马,002122,shenzhen
梦网集团,002123,shenzhen
天邦股份,002124,shenzhen
湘潭电化,002125,shenzhen
银轮股份,002126,shenzhen
南极电商,002127,shenzhen
露天煤业,002128,shenzhen
中环股份,002129,shenzhen
沃尔核材,002130,shenzhen
利欧股份,002131,shenzhen
恒星科技,002132,shenzhen
广宇集团,002133,shenzhen
天津普林,002134,shenzhen
东南网架,002135,shenzhen
安纳达,002136,shenzhen
麦达数字,002137,shenzhen
顺络电子,002138,shenzhen
拓邦股份,002139,shenzhen
东华科技,002140,shenzhen
贤丰控股,002141,shenzhen
宁波银行,002142,shenzhen
*ST印纪,002143,shenzhen
宏达高科,002144,shenzhen
中核钛白,002145,shenzhen
荣盛发展,002146,shenzhen
ST新光,002147,shenzhen
北纬科技,002148,shenzhen
西部材料,002149,shenzhen
通润装备,002150,shenzhen
北斗星通,002151,shenzhen
广电运通,002152,shenzhen
石基信息,002153,shenzhen
报喜鸟,002154,shenzhen
湖南黄金,002155,shenzhen
通富微电,002156,shenzhen
正邦科技,002157,shenzhen
汉钟精机,002158,shenzhen
三特索道,002159,shenzhen
常铝股份,002160,shenzhen
远望谷,002161,shenzhen
悦心健康,002162,shenzhen
中航三鑫,002163,shenzhen
宁波东力,002164,shenzhen
红宝丽,002165,shenzhen
莱茵生物,002166,shenzhen
东方锆业,002167,shenzhen
惠程科技,002168,shenzhen
智光电气,002169,shenzhen
芭田股份,002170,shenzhen
楚江新材,002171,shenzhen
澳洋健康,002172,shenzhen
创新医疗,002173,shenzhen
游族网络,002174,shenzhen
*ST东网,002175,shenzhen
江特电机,002176,shenzhen
御银股份,002177,shenzhen
延华智能,002178,shenzhen
中航光电,002179,shenzhen
纳思达,002180,shenzhen
粤传媒,002181,shenzhen
云海金属,002182,shenzhen
怡亚通,002183,shenzhen
海得控制,002184,shenzhen
华天科技,002185,shenzhen
全聚德,002186,shenzhen
广百股份,002187,shenzhen
*ST巴士,002188,shenzhen
中光学,002189,shenzhen
*ST集成,002190,shenzhen
劲嘉股份,002191,shenzhen
融捷股份,002192,shenzhen
如意集团,002193,shenzhen
武汉凡谷,002194,shenzhen
二三四五,002195,shenzhen
方正电机,002196,shenzhen
证通电子,002197,shenzhen
嘉应制药,002198,shenzhen
东晶电子,002199,shenzhen
*ST云投,002200,shenzhen
九鼎新材,002201,shenzhen
金风科技,002202,shenzhen
海亮股份,002203,shenzhen
大连重工,002204,shenzhen
国统股份,002205,shenzhen
海利得,002206,shenzhen
ST准油,002207,shenzhen
合肥城建,002208,shenzhen
达意隆,002209,shenzhen
*ST飞马,002210,shenzhen
宏达新材,002211,shenzhen
南洋股份,002212,shenzhen
特尔佳,002213,shenzhen
大立科技,002214,shenzhen
诺普信,002215,shenzhen
三全食品,002216,shenzhen
合力泰,002217,shenzhen
拓日新能,002218,shenzhen
恒康医疗,002219,shenzhen
ST天宝,002220,shenzhen
东华能源,002221,shenzhen
福晶科技,002222,shenzhen
鱼跃医疗,002223,shenzhen
三力士,002224,shenzhen
濮耐股份,002225,shenzhen
江南化工,002226,shenzhen
奥特迅,002227,shenzhen
合兴包装,002228,shenzhen
鸿博股份,002229,shenzhen
科大讯飞,002230,shenzhen
奥维通信,002231,shenzhen
启明信息,002232,shenzhen
塔牌集团,002233,shenzhen
民和股份,002234,shenzhen
安妮股份,002235,shenzhen
大华股份,002236,shenzhen
恒邦股份,002237,shenzhen
天威视讯,002238,shenzhen
奥特佳,002239,shenzhen
威华股份,002240,shenzhen
歌尔股份,002241,shenzhen
九阳股份,002242,shenzhen
通产丽星,002243,shenzhen
滨江集团,002244,shenzhen
澳洋顺昌,002245,shenzhen
北化股份,002246,shenzhen
聚力文化,002247,shenzhen
华东数控,002248,shenzhen
大洋电机,002249,shenzhen
联化科技,002250,shenzhen
步步高,002251,shenzhen
上海莱士,002252,shenzhen
川大智胜,002253,shenzhen
泰和新材,002254,shenzhen
海陆重工,002255,shenzhen
兆新股份,002256,shenzhen
立立电子,002257,shenzhen
利尔化学,002258,shenzhen
*ST升达,002259,shenzhen
*ST德奥,002260,shenzhen
拓维信息,002261,shenzhen
恩华药业,002262,shenzhen
*ST东南,002263,shenzhen
新华都,002264,shenzhen
西仪股份,002265,shenzhen
浙富控股,002266,shenzhen
陕天然气,002267,shenzhen
卫士通,002268,shenzhen
美邦服饰,002269,shenzhen
华明装备,002270,shenzhen
东方雨虹,002271,shenzhen
川润股份,002272,shenzhen
水晶光电,002273,shenzhen
华昌化工,002274,shenzhen
桂林三金,002275,shenzhen
万马股份,002276,shenzhen
友阿股份,002277,shenzhen
神开股份,002278,shenzhen
久其软件,002279,shenzhen
联络互动,002280,shenzhen
光迅科技,002281,shenzhen
博深股份,002282,shenzhen
天润曲轴,002283,shenzhen
亚太股份,002284,shenzhen
世联行,002285,shenzhen
保龄宝,002286,shenzhen
奇正藏药,002287,shenzhen
超华科技,002288,shenzhen
*ST宇顺,002289,shenzhen
*ST中科,002290,shenzhen
星期六,002291,shenzhen
奥飞娱乐,002292,shenzhen
罗莱生活,002293,shenzhen
信立泰,002294,shenzhen
精艺股份,002295,shenzhen
辉煌科技,002296,shenzhen
博云新材,002297,shenzhen
中电兴发,002298,shenzhen
圣农发展,002299,shenzhen
太阳电缆,002300,shenzhen
齐心集团,002301,shenzhen
西部建设,002302,shenzhen
美盈森,002303,shenzhen
洋河股份,002304,shenzhen
南国置业,002305,shenzhen
ST云网,002306,shenzhen
北新路桥,002307,shenzhen
威创股份,002308,shenzhen
中利集团,002309,shenzhen
东方园林,002310,shenzhen
海大集团,002311,shenzhen
三泰控股,002312,shenzhen
日海智能,002313,shenzhen
南山控股,002314,shenzhen
焦点科技,002315,shenzhen
亚联发展,002316,shenzhen
众生药业,002317,shenzhen
久立特材,002318,shenzhen
乐通股份,002319,shenzhen
海峡股份,002320,shenzhen
华英农业,002321,shenzhen
理工环科,002322,shenzhen
*ST百特,002323,shenzhen
普利特,002324,shenzhen
洪涛股份,002325,shenzhen
永太科技,002326,shenzhen
富安娜,002327,shenzhen
新朋股份,002328,shenzhen
皇氏集团,002329,shenzhen
得利斯,002330,shenzhen
皖通科技,002331,shenzhen
仙琚制药,002332,shenzhen
*ST罗普,002333,shenzhen
英威腾,002334,shenzhen
科华恒盛,002335,shenzhen
*ST人乐,002336,shenzhen
赛象科技,002337,shenzhen
奥普光电,002338,shenzhen
积成电子,002339,shenzhen
格林美,002340,shenzhen
新纶科技,002341,shenzhen
巨力索具,002342,shenzhen
慈文传媒,002343,shenzhen
海宁皮城,002344,shenzhen
潮宏基,002345,shenzhen
柘中股份,002346,shenzhen
泰尔股份,002347,shenzhen
高乐股份,002348,shenzhen
精华制药,002349,shenzhen
北京科锐,002350,shenzhen
漫步者,002351,shenzhen
顺丰控股,002352,shenzhen
杰瑞股份,002353,shenzhen
天神娱乐,002354,shenzhen
兴民智通,002355,shenzhen
*ST赫美,002356,shenzhen
富临运业,002357,shenzhen
森源电气,002358,shenzhen
*ST北讯,002359,shenzhen
同德化工,002360,shenzhen
神剑股份,002361,shenzhen
汉王科技,002362,shenzhen
隆基机械,002363,shenzhen
中恒电气,002364,shenzhen
永安药业,002365,shenzhen
台海核电,002366,shenzhen
康力电梯,002367,shenzhen
太极股份,002368,shenzhen
卓翼科技,002369,shenzhen
亚太药业,002370,shenzhen
北方华创,002371,shenzhen
伟星新材,002372,shenzhen
千方科技,002373,shenzhen
丽鹏股份,002374,shenzhen
亚厦股份,002375,shenzhen
新北洋,002376,shenzhen
国创高新,002377,shenzhen
章源钨业,002378,shenzhen
宏创控股,002379,shenzhen
科远智慧,002380,shenzhen
双箭股份,002381,shenzhen
蓝帆医疗,002382,shenzhen
合众思壮,002383,shenzhen
东山精密,002384,shenzhen
大北农,002385,shenzhen
天原集团,002386,shenzhen
维信诺,002387,shenzhen
新亚制程,002388,shenzhen
航天彩虹,002389,shenzhen
信邦制药,002390,shenzhen
长青股份,002391,shenzhen
北京利尔,002392,shenzhen
力生制药,002393,shenzhen
联发股份,002394,shenzhen
双象股份,002395,shenzhen
星网锐捷,002396,shenzhen
梦洁股份,002397,shenzhen
建研集团,002398,shenzhen
海普瑞,002399,shenzhen
省广集团,002400,shenzhen
中远海科,002401,shenzhen
和而泰,002402,shenzhen
爱仕达,002403,shenzhen
嘉欣丝绸,002404,shenzhen
四维图新,002405,shenzhen
远东传动,002406,shenzhen
多氟多,002407,shenzhen
齐翔腾达,002408,shenzhen
雅克科技,002409,shenzhen
广联达,002410,shenzhen
延安必康,002411,shenzhen
汉森制药,002412,shenzhen
雷科防务,002413,shenzhen
高德红外,002414,shenzhen
海康威视,002415,shenzhen
爱施德,002416,shenzhen
深南股份,002417,shenzhen
康盛股份,002418,shenzhen
天虹股份,002419,shenzhen
*ST毅昌,002420,shenzhen
达实智能,002421,shenzhen
科伦药业,002422,shenzhen
中原特钢,002423,shenzhen
贵州百灵,002424,shenzhen
凯撒文化,002425,shenzhen
胜利精密,002426,shenzhen
*ST尤夫,002427,shenzhen
云南锗业,002428,shenzhen
兆驰股份,002429,shenzhen
杭氧股份,002430,shenzhen
棕榈股份,002431,shenzhen
九安医疗,002432,shenzhen
太安堂,002433,shenzhen
万里扬,002434,shenzhen
长江润发,002435,shenzhen
兴森科技,002436,shenzhen
誉衡药业,002437,shenzhen
江苏神通,002438,shenzhen
启明星辰,002439,shenzhen
